0, 0, Header, 1, 8, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 447761
1, 0, End_track
2, 0, Start_track
2, 0, Channel_prefix, 0
2, 0, Title_t, "WAVE*merged"
2, 0, Instrument_name_t, "My Soundcard  1"
2, 0, Program_c, 0, 25
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 10, 64
2, 480, Note_on_c, 0, 51, 95
2, 600, Note_on_c, 0, 51, 0
2, 960, Note_on_c, 0, 51, 95
2, 1080, Note_on_c, 0, 51, 0
2, 1200, Note_on_c, 0, 58, 95
2, 1320, Note_on_c, 0, 58, 0
2, 1320, Note_on_c, 0, 58, 95
2, 1440, Note_on_c, 0, 58, 0
2, 1440, Note_on_c, 0, 58, 95
2, 1560, Note_on_c, 0, 58, 0
2, 1680, Note_on_c, 0, 59, 95
2, 1800, Note_on_c, 0, 59, 0
2, 1920, Note_on_c, 0, 58, 95
2, 2040, Note_on_c, 0, 58, 0
2, 2160, Note_on_c, 0, 56, 95
2, 2280, Note_on_c, 0, 56, 0
2, 2400, Note_on_c, 0, 54, 95
2, 2520, Note_on_c, 0, 54, 0
2, 2880, Note_on_c, 0, 54, 95
2, 3000, Note_on_c, 0, 54, 0
2, 3120, Note_on_c, 0, 52, 95
2, 3240, Note_on_c, 0, 52, 0
2, 3240, Note_on_c, 0, 52, 95
2, 3360, Note_on_c, 0, 52, 0
2, 3360, Note_on_c, 0, 52, 95
2, 3480, Note_on_c, 0, 52, 0
2, 3600, Note_on_c, 0, 52, 95
2, 3720, Note_on_c, 0, 52, 0
2, 3840, Note_on_c, 0, 52, 95
2, 3960, Note_on_c, 0, 52, 0
2, 4080, Note_on_c, 0, 54, 95
2, 4200, Note_on_c, 0, 54, 0
2, 4320, Note_on_c, 0, 51, 95
2, 4440, Note_on_c, 0, 51, 0
2, 4800, Note_on_c, 0, 51, 95
2, 4920, Note_on_c, 0, 51, 0
2, 5040, Note_on_c, 0, 58, 95
2, 5160, Note_on_c, 0, 58, 0
2, 5160, Note_on_c, 0, 58, 95
2, 5280, Note_on_c, 0, 58, 0
2, 5280, Note_on_c, 0, 58, 95
2, 5400, Note_on_c, 0, 58, 0
2, 5520, Note_on_c, 0, 59, 95
2, 5640, Note_on_c, 0, 59, 0
2, 5760, Note_on_c, 0, 58, 95
2, 5880, Note_on_c, 0, 58, 0
2, 6000, Note_on_c, 0, 56, 95
2, 6120, Note_on_c, 0, 56, 0
2, 6240, Note_on_c, 0, 54, 95
2, 6360, Note_on_c, 0, 54, 0
2, 6720, Note_on_c, 0, 54, 95
2, 6840, Note_on_c, 0, 54, 0
2, 6960, Note_on_c, 0, 52, 95
2, 7080, Note_on_c, 0, 52, 0
2, 7080, Note_on_c, 0, 52, 95
2, 7200, Note_on_c, 0, 52, 0
2, 7200, Note_on_c, 0, 52, 95
2, 7320, Note_on_c, 0, 52, 0
2, 7440, Note_on_c, 0, 52, 95
2, 7560, Note_on_c, 0, 52, 0
2, 7680, Note_on_c, 0, 52, 95
2, 7800, Note_on_c, 0, 52, 0
2, 7920, Note_on_c, 0, 54, 95
2, 8040, Note_on_c, 0, 54, 0
